__Server,DNS Name,Función,IP Address,Soporte OS,Soporte Aplicaciones
CanjeStgoDC,canjestgodc.canje.com,Controlador dominio Canje.com santiago,172.31.10.1,GSSD - Aplicaciones,Ciberseguridad
S_ALMACEN,S_ALMACEN.reservas.brrd.com,App FileMaker Pro y File Server Almacen,192.168.28.191,GSSD - Aplicaciones,GSSD - Aplicaciones
s010parqueappdb,s010parqueappdb.reservas.brrd.com,App/DB Server Parqueo,172.22.24.61.1,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ARSApp01,S460-ARSApp01.canje.com,Filial ARS - Core Saludcore y Sial sitio primario,172.22.43.146,GSSD - Aplicaciones,Filial ARS Reservas
S460-ARSApp02,S460-ARSApp02.canje.com,Filial ARS - Core Saludcore y Sial sitio alterno,172.22.43.163,GSSD - Aplicaciones,Filial ARS Reservas
S460-Digit02,S460-Digit02,Aquarius - Digitalizacion,172.22.43.50,GSSD - Aplicaciones,GSSD - Aplicaciones
S460SSPRO,S460SSPRO.reservas.brrd.com,SmartStream App y Base de Datos,172.22.46.92,GSSD - Aplicaciones,GSSD - Aplicaciones
S460SSWEB,S460SSWEB.reservas.brrd.com,SmartStream Web,172.22.46.91,GSSD - Aplicaciones,GSSD - Aplicaciones
admintools,admintools,Admin Tools Equipos Bull,172.22.33.40,GSSD - Aplicaciones,GSAH
apptoken,apptoken.extranet.brrd.com,Token de Banca Empresa App (Safeworld),10.0.98.26,GSSD - Aplicaciones,Ciberseguridad
BR-SmartEvent01,BR-SmartEvent01,Servidor de Seguridad - recolector de logs de los Firewall,172.22.61.205,GSSD - Aplicaciones,Ciberseguridad
BS-DC02,BS-DC02.bancasolidaria.local,Filial Promipyme - Controlador Dominio,10.45.45.58,GSSD - Aplicaciones,Ciberseguridad
BS-DC03,BS-DC03.bancasolidaria.local,Filial Promipyme - Controlador Dominio,10.45.45.58,GSSD - Aplicaciones,Ciberseguridad
BULL_HAA_231,0,Consola Administracion Equipos Bullion,10.0.97.65,GSSD - Aplicaciones,GSAH
CanjeDC1,CanjeDC1.canje.com,Controlador de Dominio CANJE,172.22.119.1,GSSD - Aplicaciones,Ciberseguridad
CanjeDC2,CanjeDC2.canje.com,Controlador de Dominio Canje.com,172.22.119.2,GSSD - Aplicaciones,Ciberseguridad
Canje-WSUS,Canje-WSUS.canje.com,WSUS - Actualizaciones de seguridad Dominio Canje,172.22.119.230,GSSD - Aplicaciones,GSSD - Aplicaciones
EXTDC01,EXTDC01.extranet.brrd.com,Controlador de dominio Extranet,10.0.98.12,GSSD - Web,GSSD - Web
EXTDC03,EXTDC03.extranet.brrd.com,Controlador de dominio Extranet,10.0.98.30,GSSD - Web,GSSD - Web
FAZVM64,FAZVM64,POC SDWAN de Fortinet - Telecomunicaciones  FortiAnalyzer Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),172.22.0.78,GSSD - Aplicaciones,Telecomunicaciones
Finesse_11.6.1_VOS11.6.1_vmv9_v1.2,0,Cisco Finesse VM template,,GSSD - Aplicaciones,GSAH
FMG-VM64,FMG-VM64,FortiManager Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),172.22.0.77,GSSD - Aplicaciones,Telecomunicaciones
insight-center,insight-center,Consola de InSight NetScaler,10.0.99.91,GSSD - Aplicaciones,GSSD - Aplicaciones
istdatanav,ISTDATANAV,Servicios ATM (IST y Cortex),172.22.43.244,GSSD - Aplicaciones,GSSC
LAVADO,LAVADO.reservas.brrd.com,Servicio copiado archivos ACH *960 y AppMovil,192.168.8.90,GSSD - Web,GSSD - Web
om,om.reservas.brrd.com,CVP VM template,172.22.7.212˜,GSSD - Aplicaciones,Telecomunicaciones
orabiserver01,orabiserver01,Oracle BI (Reportes),172.22.43.29,GSSD - Aplicaciones,GSSC
P-ADDC1,Promipyme-DC1,Fililal Promipyme - Directorio Activo,10.45.45.21,GSSD - Aplicaciones,Ciberseguridad
P-ADDC2,WIN-1K0FCRG5ED1,Fililal Promipyme - Directorio Activo,10.45.45.22,GSSD - Aplicaciones,Ciberseguridad
S460-AATechWeb1,S460-AATechWeb1.reservas.brrd.com,safe,172.22.44.238,GSSD - Web,GSSD - Web
S460-AATechWeb2,S460-AATechWeb2.reservas.brrd.com,Filial Seguros Reservas - AATech Web Server,172.22.44.239,GSSD - Web,GSSD - Web
s460-Academia1,s460-Academia1.reservas.brrd.com,Academia,172.22.50.247,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ACARDDB01,s460-acarddb01.reservas.brrd.com,Acard Base de Datos Nodo 1,172.22.46.74,GSSD - Aplicaciones,DBA SQL
S460-ACARDDB02,s460-acarddb02.reservas.brrd.com,Acard Base de Datos Nodo 2,172.22.46.75,GSSD - Aplicaciones,DBA SQL
S460-AcardWeb1,S460-AcardWeb1.reservas.brrd.com,Servidor 1 servicio Acard,172.22.46.20,GSSD - Web,GSSD - Web
S460-AcardWeb2,S460-AcardWeb2.reservas.brrd.com,Servidor 2 servicio Acard,172.22.46.22,GSSD - Web,GSSD - Web
S460-ACCFS,S460-ACCFS.reservas.brrd.com,File Server de Aseguramiento Continuo Contraloria,172.22.47.151,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AccuitApp1,S460-AccuitApp1.reservas.brrd.com,Accuity App Nodo 1,172.22.47.106,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AccuitApp2,S460-AccuitApp2.reservas.brrd.com,Accuity App Nodo 2,172.22.47.107,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AccuitDB1,S460-AccuitDB1.reservas.brrd.com,Accuity Base de Datos Nodo 1,172.22.47.111,GSSD - Aplicaciones,DBA SQL
S460-AccuitDB2,S460-AccuitDB2.reservas.brrd.com,Accuity Base de Datos Nodo 2,172.22.47.112,GSSD - Aplicaciones,DBA SQL
S460-AccuitPro1,S460-AccuitPro1.reservas.brrd.com,Accuity Procesos Batch,172.22.47.109,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AchApp01,S460-ACHAPP01.reservas.brrd.com,Operadores Computos Nuevo,192.168.0.55,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ACHApp1,S460-ACHApp1.reservas.brrd.com,Servidor de Procesos de ACH de Computo,172.22.47.174,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ACLAXAPP,S460-ACLAXAPP.reservas.brrd.com,Aplicacion ACL AX,172.22.46.65,GSSD - Aplicaciones,Contraloria
S460-AcuarioDB1,S460-AcuarioDB1.reservas.brrd.com,Acuario Base de Datos Nodo 1,172.22.44.48,GSSD - Aplicaciones,DBA SQL
S460-ADDC01,S460-ADDC01.reservas.brrd.com,Controlador Dominio reservas.brrd.com,172.22.44.25,GSSD - Aplicaciones,Ciberseguridad
S460-ADDC02,S460-ADDC02.reservas.brrd.com,Controlador Dominio reservas.brrd.com,172.22.44.26,GSSD - Aplicaciones,Ciberseguridad
S460-ADESS01,s460-adess01.reservas.brrd.com,ADESS Banca Solidaria,10.0.97.115,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ADFS01,S460-ADFS01.reservas.brrd.com,Office 365 - Federacion OnSite Nodo 1,172.22.44.183,GSSD - Web,GSSD - Web
S460-ADFS02,S460-ADFS02.reservas.brrd.com,Office 365 - Federacion OnSite Nodo 2,172.22.44.184,GSSD - Web,GSSD - Web
S460-adminwbx,s460-adminwbx,WebEx (Redes),172.22.7.89,GSSD - Aplicaciones,Telecomunicaciones
S460-AFIG3AZWT,0,Filial AFI Reservas - AFI en Linea,10.0.99.176,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AFISiopel1,S460-AFISiopel1,AFI Reservas - equipo puente para conexion a puesto de bolsa (Siopel),10.0.97.234,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AFISIPFrEd,0,Filial AFI Reservas - AFI en Linea,10.0.80.31,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AFPAOS,S460-AFPAOS.reservas.brrd.com,Filiar AFP - Dynamics - Programas Ejecutables,172.22.43.206,GSSD - Web,GSSD - Web
S460-AFPAOS2,S460-AFPAOS2.reservas.brrd.com,,172.22.44.122,GSSD - Web,GSSD - Web
S460-AFPAOS3,s460-afpaos3.reservas.brrd.com,Filiar AFP - Dynamics AOS Server 3,172.22.44.129,GSSD - Web,GSSD - Web
S460-AfpAXApp,S460-AFPAXAPP.reservas.brrd.com,Filiar AFP - Dynamics - Terminal Services,172.22.43.207,GSSD - Web,GSSD - Web
S460-AFPDFS01,s460-afpdfs01.reservas.brrd.com,Filiar AFP - DFS,172.22.44.61,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AFPDFS02,s460-afpdfs02.reservas.brrd.com,AFP DFS Nodo 2,172.22.44.62,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AFPDynaDB1,S460-AFPDynaDB1.reservas.brrd.com,Filiar AFP -  Dynamics DB,172.22.44.202,GSSD - Aplicaciones,DBA SQL
S460-AFPDynaDB2,S460-AFPDynaDB2.reservas.brrd.com,Filial AFP - Dynamics DB Nodo 2,172.22.44.133,GSSD - Aplicaciones,DBA SQL
S460-AFPDynaRep,S460-AFPDynaRep.reservas.brrd.com,Filiar AFP -  Dynamics Reporting Services,172.22.47.29,GSSD - Aplicaciones,Filial AFP
S460-AfpMovApp1,S460-AFPMovApp1.extranet.brrd.com,Filial AFP - App Movil App Server,10.0.81.95,GSSD - Web,GSSD - Web
S460-AFPMovWeb1,s460-AFPMovWeb1,Filiar AFP - App Movil Web Server,10.0.97.108,GSSD - Web,GSSD - Web
S460-AFPP2K01,s460-afpp2k01.reservas.brrd.com,Filial AFP - Pension 2000,172.22.47.150˜,GSSD - Aplicaciones,Filial AFP
S460-AFPSPS,S460-AFPSPS.reservas.brrd.com,Filiar AFP - Dynamics - SharePoint,172.22.43.209,GSSD - Aplicaciones,Filial AFP
S460-AFPSPS2,S460-AFPSPS2.reservas.brrd.com,Filiar AFP - Dynamics  Sharepoint,172.22.44.121,GSSD - Aplicaciones,Filial AFP
S460-AirWatch1,S460-AIRWATCH1.reservas.brrd.com,Airwatch AG (viejo),172.22.43.162,GSSD - Aplicaciones,Ciberseguridad
S460-AirWatch3,S460-AirWatch3.reservas.brrd.com,Air Watch,172.22.44.120,GSSD - Aplicaciones,Ciberseguridad
S460AirWatchSEG,S460AirWatchSEG.reservas.brrd.com,Airwatch ( equipo ve el DC de produccion ),10.0.97.121 ,GSSD - Aplicaciones,Ciberseguridad
S460-ALDONDB01,s460-aldondb01.reservas.brrd.com,Aldon DB Server,172.22.44.184,GSSD - Aplicaciones,DBA SQL
S460-AloyalSrv1,S460-AloyalSrv1.reservas.brrd.com,Aloyal Web,172.22.47.184,GSSD - Web,GSSD - Web
S460-AloyalSrv2,S460-AloyalSrv2.reservas.brrd.com,Aloyal Web,172.22.47.193,GSSD - Web,GSSD - Web
S460-AnaExch,S460-AnaExch.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.31,GSSD - Aplicaciones,Contraloria
S460-AnaExch10,S460-AnaExch10.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.40,GSSD - Aplicaciones,Contraloria
S460-AnaExch11,S460-AnaExch11.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.41,GSSD - Aplicaciones,Contraloria
S460-AnaExch2,S460-AnaExch2.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.32,GSSD - Aplicaciones,Contraloria
S460-AnaExch3,S460-AnaExch3.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.33,GSSD - Aplicaciones,Contraloria
S460-AnaExch4,S460-AnaExch4.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.34,GSSD - Aplicaciones,Contraloria
S460-AnaExch5,S460-AnaExch5.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.35,GSSD - Aplicaciones,Contraloria
S460-AnaExch6,S460-AnaExch6.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.36,GSSD - Aplicaciones,Contraloria
S460-AnaExch7,S460-AnaExch7.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.37,GSSD - Aplicaciones,Contraloria
S460-AnaExch8,S460-AnaExch8.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.38,GSSD - Aplicaciones,Contraloria
S460-AnaExch9,S460-AnaExch9.reservas.brrd.com,Soluci›n Analytics Exchange 14.2 - Contraloria,172.22.5.39,GSSD - Aplicaciones,Contraloria
S460-Ansible,s460-ansible,Ansible,172.22.52.100,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-APIGEN01,S460-APIGEN01.reservas.brrd.com,Proyecto API Service Generator,172.22.35.55,GSSD - Web,GSSD - Web
S460-APINDB01,S460-APINDB01.reservas.brrd.com,Base de Datos (App Pin TC) Nodo 1,172.22.47.245,GSSD - Aplicaciones,DBA SQL
S460-APINDB02,S460-APINDB02.reservas.brrd.com,Base de Datos (App Pin TC) Nodo 2,172.22.47.246,GSSD - Aplicaciones,DBA SQL
S460-ApinWeb1,S460-ApinWeb1.reservas.brrd.com,Servidor Aplicacion Apin,172.22.44.42,GSSD - Web,GSSD - Web
S460-ApinWeb2,S460-ApinWeb2.reservas.brrd.com,Servidor Aplicacion Apin,172.22.44.43,GSSD - Web,GSSD - Web
S460-AppApoWeb1,S460-AppApoWeb1.reservas.brrd.com,Aplicaciones de Apoyo Web,172.22.47.217,GSSD - Web,GSSD - Web
S460-AppApoWeb2,S460-AppApoWeb2.reservas.brrd.com,Aplicaciones de Apoyo Web,172.22.47.128,GSSD - Web,GSSD - Web
S460-AppDynam02,S460-AppDynam02.reservas.brrd.com,Monitore App Dynamics,172.22.46.218,GSSD - Aplicaciones,GSSC
S460-AppFinApp1,S460-AppFinApp1.reservas.brrd.com,Aplicaciones Financieras,172.22.52.41,GSSD - Web,GSSD - Web
S460-AppFinApp2,S460-AppFinApp2.reservas.brrd.com,Aplicaciones Financieras,172.22.52.39,GSSD - Web,GSSD - Web
S460-AppFinWeb1,S460-AppFinweb1.reservas.brrd.com,Aplicaciones Financieras,172.22.52.36,GSSD - Web,GSSD - Web
S460-AppFinWeb2,S460-AppFinWeb2.reservas.brrd.com,Aplicaciones Financieras,172.22.52.40,GSSD - Web,GSSD - Web
S460-AppIntra02,S460-APPINTRA02.reservas.brrd.com,Intranet App Server Nodo 1,172.22.44.34,GSSD - Web,GSSD - Web
S460-AppIntra04,S460-APPINTRA04.reservas.brrd.com,Intranet App Server Nodo 2,172.22.44.32,GSSD - Web,GSSD - Web
S460-AppMan01,S460-AppMan01.reservas.brrd.com,Monitoreo - AppManager,172.22.46.115,GSSD - Aplicaciones,GSSC
S460-AppManager,S460-AppManager.reservas.brrd.com,Monitoreo - AppManager,172.22.46.136,GSSD - Aplicaciones,GSSC
S460-AppManDB01,s460-appmandb01.reservas.brrd.com,Monitoreo - AppManager DB Server,172.22.46.126,GSSD - Aplicaciones,DBA SQL
S460-AppMonitor,S460-AppMonitor,"Servidor Administrado por   ""GSSD""",10.0.97.100,GSSD - Web,GSSD - Web
S460-ArcGis,S460-ArcGIS.reservas.brrd.com,Geolocalizaci?n App Server,172.22.43.211,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ArcherAPP1,S460-ArcherAPP1.reservas.brrd.com,Servidor APP Proyesto Arche Ciber-Seguridad,172.22.47.45,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ArcherAPP2,S460-ArcherAPP2.reservas.brrd.com,APP nodo 2 - RSA-Archer - Ciberseguridad,172.22.47.49,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ArcherWEB1,S460-ArcherWEB1.reservas.brrd.com,Servidor WEB Proyecto Arche Ciber-Seguridad,139.254.248.232,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ArcherWEB2,S460-ArcherWEB2.reservas.brrd.com,WEB nodo 2 - RSA-Archer - Ciberseguridad,172.22.47.44,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ARCHWSBR,S460-ARCHWSBR.extranet.brrd.com,Filial Seguros Reservas - Web Trasnferencia Archivos,10.0.98.39,GSSD - Web,GSSD - Web
S460-ARSAutApp1,s460-ARSAutApp1.extranet.brrd.com,Filial ARS - Aplicacion Movil App Server,10.0.81.92˜,GSSD - Web,GSSD - Web
S460-ARSAutApp2,S460-ARSAutApp2.extranet.brrd.com,Filial ARS - Aplicacion Movil App Server,10.0.81.103,GSSD - Web,GSSD - Web
S460-ARSAutWeb1,s460-ARSAutWeb1,Filial ARS - Aplicacion Movil Web Server,10.0.99.108,GSSD - Web,GSSD - Web
S460-ARSAutWeb2,S460-ARSAutWeb2.extranet.brrd.com,Filial ARS - Aplicacion Movil Web Server,10.0.99.121,GSSD - Web,GSSD - Web
S460-ARSDB02,s460-arsdb02,Filial ARS - DB Server Sitio Alterno,192.168.8.103,GSSD - Aplicaciones,DBA SQL
S460-ARSMovApp1,s460-ARSMovApp1.extranet.brrd.com,Filiar ARS - Aplicacion Movil App Server Nodo 1,10.0.81.78,GSSD - Web,GSSD - Web
S460-ARSMovWeb1,s460-ARSMovWeb1.extranet.brrd.com,Filiar ARS - Aplicacion Movil App Server Nodo 2,10.0.99.79,GSSD - Web,GSSD - Web
S460-ARSNFS1,S460-ARSNFS1.reservas.brrd.com,FileServer ARS con NFS activo,172.22.47.89,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-ARSPROWS1,S460-ARSPROWS1.extranet.brrd.com,Filial ARS - Autorizaciones en Linea,10.0.98.3,GSSD - Web,GSSD - Web
S460-ARSSIGMA01,S460-ARSSigma01.reservas.brrd.com,Filial ARS - Unisigma,172.22.47.123,GSSD - Web,GSSD - Web
S460-ATMCentDB1,S460-ATMCentDB1.reservas.brrd.com,ATM Centre DB Centre Stiio Primario,172.22.44.87,GSSD - Aplicaciones,DBA SQL
S460-ATMCentDB2,S460-ATMCentDB2.reservas.brrd.com,ATM Centre DB Centre Stiio Alterno,172.22.46.144,GSSD - Aplicaciones,DBA SQL
S460-ATMCentPro,S460-ATMCentPro.reservas.brrd.com,ATM Centre App Server,172.22.46.142,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ATMCentWeb,S460-ATMCentWeb.reservas.brrd.com,ATM Centre Web Server,172.22.46.141,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AUD04,S460-AUD04.reservas.brrd.com,Auditoria ,172.22.43.125,GSSD - Aplicaciones,Auditoria
S460-AUD05,S460-AUD05.reservas.brrd.com,Auditoria - FileServer - Jose Luis Amezquita,172.22.43.124,GSSD - Aplicaciones,Auditoria
S460-AUD06,S460-AUD06.reservas.brrd.com,Auditoria ,172.22.43.180,GSSD - Aplicaciones,Auditoria
S460-AUDCONTDB,S460-AUDCONTDB.reservas.brrd.com,Servidor de Base de Datos de Auditoria Continua,172.22.44.24,GSSD - Aplicaciones,DBA SQL
S460-AUDFOR01,S460-AUDFOR01.reservas.brrd.com,Auditoria Forense ,172.22.43.59,GSSD - Aplicaciones,Auditoria
S460-AUDFOREDB,S460-AUDFOREDB.reservas.brrd.com,SQL AUDITORIA,172.22.47.47,GSSD - Aplicaciones,DBA SQL
S460-AUDHistDB,S460-AUDHistDB.reservas.brrd.com,Base de Datos Auditoria Historicas,172.22.44.223,GSSD - Aplicaciones,DBA SQL
S460-AudiGral,S460-AudiGral.reservas.brrd.com,Auditoria General,172.22.44.31,GSSD - Aplicaciones,Auditoria
S460-AudioRec1,S460-AudioRec1.reservas.brrd.com,Repositorio de las Grabaciones del Contact Center.,172.22.47.138,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AUDVAULT01,0,Proyecto OTP Banca en L­nea - Seguridad,,GSSD - Aplicaciones,Ciberseguridad
S460-AUDVAULT02,0,Proyecto OTP Banca en L­nea - Seguridad,,GSSD - Aplicaciones,Ciberseguridad
S460-AutomatBA1,S460-AutomatBA1.reservas.brrd.com,Servidor Automation Anywhere Bot Agent,172.22.47.221,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AutomatBA2,S460-AutomatBA2.reservas.brrd.com,Servidor Automation Anywhere Bot Agent,172.22.47.222,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AutomatCR1,S460-AutomatCR1.reservas.brrd.com,Servidor Automation Anywhere Control Room,172.22.47.220,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AutomatDB1,S460-AutomatDB1.reservas.brrd.com,Servidor Automation Anywhere Base de Datos,172.22.47.223,GSSD - Aplicaciones,DBA SQL
S460-AutomatDB2,S460-AutomatDB2.reservas.brrd.com,Servidor Automation Anywhere Base de Datos,172.22.47.224,GSSD - Aplicaciones,DBA SQL
S460-AutomatRu1,S460-AutomatRu1.reservas.brrd.com,Servidor Automation Anywhere Bot Agent,172.22.47.251,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AutomatRu2,S460-AutomatRu2.reservas.brrd.com,Servidor Automation Anywhere Bot Agent,172.22.47.254,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AutVoID,S460-AutVoID.reservas.brrd.com,Telecomunicaciones - VozID,172.22.7.110,GSSD - Aplicaciones,Telecomunicaciones
S460-AZMovere,S460-AZMovere.extranet.brrd.com,0,10.0.97.109,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-AZMovere2,S460-AZMovere2.reservas.brrd.com,Levantamiento Informacion Azure,172.22.61.43,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-BI01,S460-BI01.reservas.brrd.com,COGNOS DATAMANAGER Cargas y ETL,172.22.43.201,GSSD - Aplicaciones,SIG
S460-BI03,S460-BI03.reservas.brrd.com,SIG - ETL,172.22.46.225,GSSD - Aplicaciones,SIG
S460-BizagiDB01,S460-BizagiDB01.reservas.brrd.com,Bizagi - Base de Datos Sitio Primario,172.22.44.216,GSSD - Aplicaciones,DBA SQL
S460-BizagiDB02,S460-BizagiDB02.reservas.brrd.com,Bizagi - Base de Datos Sitio Alterno,172.22.44.217,GSSD - Aplicaciones,DBA SQL
S460-Bizapp01,s460-bizapp01.reservas.brrd.com,Bizagi App Server Nodo 1,172.22.44.123,GSSD - Web,GSSD - Web
S460-Bizapp02,S460-Bizapp02.reservas.brrd.com,Bizagi App Server Nodo 2,172.22.44.146,GSSD - Web,GSSD - Web
S460-Bizapp03,S460-Bizapp03.reservas.brrd.com,Bizagi App Nodo 3,172.22.44.149,GSSD - Web,GSSD - Web
S460-BrokerAdm1,S460-BrokerADM1.reservas.brrd.com,Broker Consola de Administraci?n,172.22.46.165,GSSD - Aplicaciones,GSSC
S460-CalabDFS1,S460-CalabDFS1.reservas.brrd.com,0,172.22.7.227,GSSD - Aplicaciones,Telecomunicaciones
S460-CalabDFS2,S460-CalabDFS2.reservas.brrd.com,0,172.22.7.228,GSSD - Aplicaciones,Telecomunicaciones
S460-CALACCDB1,S460-CALACCDB1.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.217,GSSD - Aplicaciones,Telecomunicaciones
S460-CALACCDB2,S460-CALACCDB2.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.218,GSSD - Aplicaciones,Telecomunicaciones
S460-CALACRPDB1,S460-CALACRPDB1.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.236,GSSD - Aplicaciones,Telecomunicaciones
S460-CALACRPDB2,S460-CALACRPDB2.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.237,GSSD - Aplicaciones,Telecomunicaciones
S460-CALADB01,S460-CALADB01.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.115,GSSD - Aplicaciones,Telecomunicaciones
S460-CALADB02,S460-CALADB02.reservas.brrd.com,Calabrio - Telecomunicaciones,172.22.7.116,GSSD - Aplicaciones,Telecomunicaciones
S460-Canales01,S460-Canales01.extranet.brrd.com,Tarjeta Codigo Webservice,10.0.81.116,GSSD - Web,GSSD - Web
S460-Canales02,S460-Canales02.extranet.brrd.com,Tarjeta Codigo Webservice,10.0.81.122,GSSD - Web,GSSD - Web
S460-CanjeAPP3,S460-CanjeAPP3.canje.com,Aperta Camaras Enviadas y Recibidas,172.22.119.235,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeAPP4,S460-CanjeAPP4.canje.com,Aperta Rechazos,172.22.119.236,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeCAPT1,S460-CanjeCAPT1.canje.com,Aperta Servidor Capturas Remotas Oficinas,172.22.119.163,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeCAPT2,S460-CanjeCAPT2.canje.com,Aperta Servidor Capturas Remotas Oficinas,172.22.119.43,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeDB05,s460-canjedb05.canje.com,Aperta DB Server,172.22.119.252,GSSD - Aplicaciones,DBA SQL
S460-CanjeDB06,s460-canjedb06.canje.com,Aperta DB Server,172.22.119.253,GSSD - Aplicaciones,DBA SQL
S460-CanjeIMG,S460-CanjeIMG.canje.com,Aperta repositoro imagenes,172.22.119.152,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeINBC1,S460-CanjeINBC1.canje.com,Intercambio electr›nico Banco Central,172.22.120.15,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeMOB1,S460-CanjeMOB1.canje.com,Servidor aplicaci›n Aperta-Mobile,172.22.119.142,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeMOBDB,S460-CanjeMOBDB.canje.com,Servidor de base de datos de Aperta-Mobile,172.22.119.143,GSSD - Aplicaciones,DBA SQL
S460-CANJETRAN1,S460-CANJETRAN1.reservas.brrd.com,Aperta Servidor de Transferencia,172.22.43.46,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeUSR1,S460-CanjeUSR1.canje.com,Aperta Servidor de Secciones a los APP,172.22.119.223,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CanjeUSR2,S460-CanjeUSR2.canje.com,Aperta Servidor de Secciones a los APP,172.22.119.159,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CapHumapp1,S460-CapHumApp1.reservas.brrd.com,Servidor Capital Humano Sistema EIKON,172.22.5.53,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CAUIM,S460-CAUIM.reservas.brrd.com,Monitoreo TI - Spectrum Agent App Server,172.22.43.240,GSSD - Aplicaciones,Monitoreo TI
S460-CAUIMDB01,S460-CAUIMDB01.reservas.brrd.com,Monitoreo TI - Spectrum Agent DB Server,172.22.43.91,GSSD - Aplicaciones,DBA SQL
S460-CCHEQDB01,S460-CCHEQDB01.reservas.brrd.com,Proyecto Codigo de Cheques (SQL) - Nodo 1,172.22.52.26,GSSD - Aplicaciones,DBA SQL
S460-CCHEQDB02,S460-CCHEQDB02.reservas.brrd.com,Proyecto Codigo de Cheques (SQL) - Nodo 2,172.22.52.27,GSSD - Aplicaciones,DBA SQL
S460-CCTV01,S460-CCTV01.reservas.brrd.com,Camaras de Seguridad CCTV,172.22.47.118,GSSD - Aplicaciones,Seguridad Fisica
S460-CCTV02,S460-CCTV02.reservas.brrd.com,CCTV SSM - Sistema de Camara Seguridad Fisica,172.22.47.127,GSSD - Aplicaciones,Seguridad Fisica
S460-CCTV03,S460-CCTV03.reservas.brrd.com,CCTV SSM - Sistema de Camara Seguridad Fisica,172.22.47.128,GSSD - Aplicaciones,Seguridad Fisica
S460-CCTV04,S460-CCTV04.reservas.brrd.com,CCTV SSM - Sistema de Camara Seguridad Fisica,172.22.47.129,GSSD - Aplicaciones,Seguridad Fisica
